Dat2SB	ParticipantBarcode	Study	SampleTypeLetterCode	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12
TCGA-DE-A7U5-01A	TCGA-DE-A7U5	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13L-01A	TCGA-DJ-A13L	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13M-01A	TCGA-DJ-A13M	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13O-01A	TCGA-DJ-A13O	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13P-01A	TCGA-DJ-A13P	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13R-01A	TCGA-DJ-A13R	THCA	TP	1	1	1	3	1	1	1	6	6	10	10
TCGA-DJ-A13S-01A	TCGA-DJ-A13S	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13T-01A	TCGA-DJ-A13T	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13U-01A	TCGA-DJ-A13U	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13V-01A	TCGA-DJ-A13V	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13W-01A	TCGA-DJ-A13W	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A13X-01A	TCGA-DJ-A13X	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QD-01A	TCGA-DJ-A1QD	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QE-01A	TCGA-DJ-A1QE	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QF-01A	TCGA-DJ-A1QF	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QG-01A	TCGA-DJ-A1QG	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QH-01A	TCGA-DJ-A1QH	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QI-01A	TCGA-DJ-A1QI	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QL-01A	TCGA-DJ-A1QL	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QM-01A	TCGA-DJ-A1QM	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QN-01A	TCGA-DJ-A1QN	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QO-01A	TCGA-DJ-A1QO	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A1QQ-01A	TCGA-DJ-A1QQ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PN-01A	TCGA-DJ-A2PN	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PO-01A	TCGA-DJ-A2PO	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PP-01A	TCGA-DJ-A2PP	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PQ-01A	TCGA-DJ-A2PQ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PR-01A	TCGA-DJ-A2PR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PS-01A	TCGA-DJ-A2PS	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PT-01A	TCGA-DJ-A2PT	THCA	TP	1	3	3	4	1	1	1	6	6	10	10
TCGA-DJ-A2PU-01A	TCGA-DJ-A2PU	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PV-01A	TCGA-DJ-A2PV	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PW-01A	TCGA-DJ-A2PW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PX-01A	TCGA-DJ-A2PX	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PY-01A	TCGA-DJ-A2PY	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2PZ-01A	TCGA-DJ-A2PZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q0-01A	TCGA-DJ-A2Q0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q1-01A	TCGA-DJ-A2Q1	THCA	TP	1	3	3	4	1	1	1	6	6	10	10
TCGA-DJ-A2Q2-01A	TCGA-DJ-A2Q2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q3-01A	TCGA-DJ-A2Q3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q4-01A	TCGA-DJ-A2Q4	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q5-01A	TCGA-DJ-A2Q5	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q6-01A	TCGA-DJ-A2Q6	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q7-01A	TCGA-DJ-A2Q7	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2Q9-01A	TCGA-DJ-A2Q9	THCA	TP	1	1	3	4	5	5	6	6	6	10	10
TCGA-DJ-A2QA-01A	TCGA-DJ-A2QA	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2QB-01A	TCGA-DJ-A2QB	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A2QC-01A	TCGA-DJ-A2QC	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UK-01A	TCGA-DJ-A3UK	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UM-01A	TCGA-DJ-A3UM	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UN-01A	TCGA-DJ-A3UN	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UO-01A	TCGA-DJ-A3UO	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UP-01A	TCGA-DJ-A3UP	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UQ-01A	TCGA-DJ-A3UQ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UR-01A	TCGA-DJ-A3UR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3US-01A	TCGA-DJ-A3US	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UT-01A	TCGA-DJ-A3UT	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UU-01A	TCGA-DJ-A3UU	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UV-01A	TCGA-DJ-A3UV	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UW-01A	TCGA-DJ-A3UW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UX-01A	TCGA-DJ-A3UX	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UY-01A	TCGA-DJ-A3UY	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3UZ-01A	TCGA-DJ-A3UZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V0-01A	TCGA-DJ-A3V0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V2-01A	TCGA-DJ-A3V2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V3-01A	TCGA-DJ-A3V3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V4-01A	TCGA-DJ-A3V4	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V5-01A	TCGA-DJ-A3V5	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V6-01A	TCGA-DJ-A3V6	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V7-01A	TCGA-DJ-A3V7	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V8-01A	TCGA-DJ-A3V8	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3V9-01A	TCGA-DJ-A3V9	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VA-01A	TCGA-DJ-A3VA	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VB-01A	TCGA-DJ-A3VB	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VD-01A	TCGA-DJ-A3VD	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VE-01A	TCGA-DJ-A3VE	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VF-01A	TCGA-DJ-A3VF	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VG-01A	TCGA-DJ-A3VG	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VI-01A	TCGA-DJ-A3VI	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VJ-01A	TCGA-DJ-A3VJ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VK-01A	TCGA-DJ-A3VK	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VL-01A	TCGA-DJ-A3VL	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A3VM-01A	TCGA-DJ-A3VM	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4UL-01A	TCGA-DJ-A4UL	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4UP-01A	TCGA-DJ-A4UP	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4UQ-01A	TCGA-DJ-A4UQ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4UR-01A	TCGA-DJ-A4UR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4UT-01A	TCGA-DJ-A4UT	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4UW-01A	TCGA-DJ-A4UW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4V0-01A	TCGA-DJ-A4V0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4V2-01A	TCGA-DJ-A4V2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4V4-01A	TCGA-DJ-A4V4	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DJ-A4V5-01A	TCGA-DJ-A4V5	THCA	TP	1	1	3	4	1	1	1	6	6	10	10
TCGA-DO-A1JZ-01A	TCGA-DO-A1JZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DO-A1K0-01A	TCGA-DO-A1K0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DO-A2HM-01B	TCGA-DO-A2HM	THCA	TP	1	1	3	4	1	1	1	6	6	10	10
TCGA-E3-A3DY-01A	TCGA-E3-A3DY	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E3-A3DZ-01A	TCGA-E3-A3DZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E3-A3E0-01A	TCGA-E3-A3E0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E3-A3E1-01A	TCGA-E3-A3E1	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E3-A3E2-01A	TCGA-E3-A3E2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E3-A3E3-01A	TCGA-E3-A3E3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E3-A3E5-01A	TCGA-E3-A3E5	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A242-01A	TCGA-E8-A242	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A2EA-01A	TCGA-E8-A2EA	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A2JQ-01A	TCGA-E8-A2JQ	THCA	TP	1	1	3	4	1	1	1	6	6	10	10
TCGA-E8-A3X7-01A	TCGA-E8-A3X7	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A413-01A	TCGA-E8-A413	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A414-01A	TCGA-E8-A414	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A415-01A	TCGA-E8-A415	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A416-01A	TCGA-E8-A416	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A417-01A	TCGA-E8-A417	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A418-01A	TCGA-E8-A418	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A419-01A	TCGA-E8-A419	THCA	TP	1	1	3	4	1	1	1	6	6	10	10
TCGA-E8-A432-01A	TCGA-E8-A432	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A433-01A	TCGA-E8-A433	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A434-01A	TCGA-E8-A434	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A436-01A	TCGA-E8-A436	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A437-01A	TCGA-E8-A437	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A438-01A	TCGA-E8-A438	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A44K-01A	TCGA-E8-A44K	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-E8-A44M-01A	TCGA-E8-A44M	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CL-01A	TCGA-EL-A3CL	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CM-01A	TCGA-EL-A3CM	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CN-01A	TCGA-EL-A3CN	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CO-01A	TCGA-EL-A3CO	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CP-01A	TCGA-EL-A3CP	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CR-01A	TCGA-EL-A3CR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CS-01A	TCGA-EL-A3CS	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CT-01A	TCGA-EL-A3CT	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CU-01A	TCGA-EL-A3CU	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CV-01A	TCGA-EL-A3CV	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CW-01A	TCGA-EL-A3CW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CX-01A	TCGA-EL-A3CX	THCA	TP	1	1	1	1	1	1	1	1	6	5	5
TCGA-EL-A3CY-01A	TCGA-EL-A3CY	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3CZ-01A	TCGA-EL-A3CZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3D0-01A	TCGA-EL-A3D0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3D1-01A	TCGA-EL-A3D1	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3D4-01A	TCGA-EL-A3D4	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3D5-01A	TCGA-EL-A3D5	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3D6-01A	TCGA-EL-A3D6	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GO-01A	TCGA-EL-A3GO	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GP-01A	TCGA-EL-A3GP	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GQ-01A	TCGA-EL-A3GQ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GR-01A	TCGA-EL-A3GR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GS-01A	TCGA-EL-A3GS	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GU-01A	TCGA-EL-A3GU	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GV-01A	TCGA-EL-A3GV	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GW-01A	TCGA-EL-A3GW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GX-01A	TCGA-EL-A3GX	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GY-01A	TCGA-EL-A3GY	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3GZ-01A	TCGA-EL-A3GZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3H1-01A	TCGA-EL-A3H1	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3H2-01A	TCGA-EL-A3H2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3H3-01A	TCGA-EL-A3H3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3H4-01A	TCGA-EL-A3H4	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3H5-01A	TCGA-EL-A3H5	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3H7-01A	TCGA-EL-A3H7	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3H8-01A	TCGA-EL-A3H8	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3MW-01A	TCGA-EL-A3MW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3MX-01A	TCGA-EL-A3MX	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3MY-01A	TCGA-EL-A3MY	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3MZ-01A	TCGA-EL-A3MZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3N2-01A	TCGA-EL-A3N2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3N3-01A	TCGA-EL-A3N3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3T0-01A	TCGA-EL-A3T0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3T1-01A	TCGA-EL-A3T1	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3T2-01A	TCGA-EL-A3T2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3T3-01A	TCGA-EL-A3T3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3T6-01A	TCGA-EL-A3T6	THCA	TP	1	1	3	4	1	1	1	6	6	10	10
TCGA-EL-A3T7-01A	TCGA-EL-A3T7	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3T8-01A	TCGA-EL-A3T8	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3T9-01A	TCGA-EL-A3T9	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3TA-01A	TCGA-EL-A3TA	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3TB-01A	TCGA-EL-A3TB	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZG-01A	TCGA-EL-A3ZG	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZH-01A	TCGA-EL-A3ZH	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZK-01A	TCGA-EL-A3ZK	THCA	TP	1	3	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZL-01A	TCGA-EL-A3ZL	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZM-01A	TCGA-EL-A3ZM	THCA	TP	1	3	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZN-01A	TCGA-EL-A3ZN	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZO-01A	TCGA-EL-A3ZO	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZP-01A	TCGA-EL-A3ZP	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZQ-01A	TCGA-EL-A3ZQ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZR-01A	TCGA-EL-A3ZR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZS-01A	TCGA-EL-A3ZS	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A3ZT-01A	TCGA-EL-A3ZT	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4JV-01A	TCGA-EL-A4JV	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4JW-01A	TCGA-EL-A4JW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4JX-01A	TCGA-EL-A4JX	THCA	TP	1	1	3	4	1	1	1	6	6	10	10
TCGA-EL-A4JZ-01A	TCGA-EL-A4JZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4K0-01A	TCGA-EL-A4K0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4K1-01A	TCGA-EL-A4K1	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4K2-01A	TCGA-EL-A4K2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4K4-01A	TCGA-EL-A4K4	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4K6-01A	TCGA-EL-A4K6	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4K7-01A	TCGA-EL-A4K7	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4K9-01A	TCGA-EL-A4K9	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4KD-01A	TCGA-EL-A4KD	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4KG-01A	TCGA-EL-A4KG	THCA	TP	1	3	1	1	1	1	1	6	6	10	10
TCGA-EL-A4KH-01A	TCGA-EL-A4KH	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EL-A4KI-01A	TCGA-EL-A4KI	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1CS-01A	TCGA-EM-A1CS	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1CT-01A	TCGA-EM-A1CT	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1CU-01A	TCGA-EM-A1CU	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1CV-01A	TCGA-EM-A1CV	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1CW-01A	TCGA-EM-A1CW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1YA-01A	TCGA-EM-A1YA	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1YB-01A	TCGA-EM-A1YB	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1YC-01A	TCGA-EM-A1YC	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1YD-01A	TCGA-EM-A1YD	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A1YE-01A	TCGA-EM-A1YE	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22I-01A	TCGA-EM-A22I	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22J-01A	TCGA-EM-A22J	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22K-01A	TCGA-EM-A22K	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22L-01A	TCGA-EM-A22L	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22M-01A	TCGA-EM-A22M	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22N-01A	TCGA-EM-A22N	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22O-01A	TCGA-EM-A22O	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22P-01A	TCGA-EM-A22P	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A22Q-01A	TCGA-EM-A22Q	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CJ-01A	TCGA-EM-A2CJ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CK-01A	TCGA-EM-A2CK	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CL-01A	TCGA-EM-A2CL	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CM-01A	TCGA-EM-A2CM	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CN-01A	TCGA-EM-A2CN	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CO-01A	TCGA-EM-A2CO	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CP-01A	TCGA-EM-A2CP	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CQ-01A	TCGA-EM-A2CQ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CR-01A	TCGA-EM-A2CR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CS-01A	TCGA-EM-A2CS	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CT-01A	TCGA-EM-A2CT	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2CU-01A	TCGA-EM-A2CU	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2OV-01A	TCGA-EM-A2OV	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2OW-01A	TCGA-EM-A2OW	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2OX-01A	TCGA-EM-A2OX	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-EM-A2OY-01A	TCGA-EM-A2OY	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
