Dat2SB	ParticipantBarcode	Study	SampleTypeLetterCode	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12
TCGA-06-0882-01A	TCGA-06-0882	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-1804-01A	TCGA-06-1804	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2557-01A	TCGA-06-2557	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2558-01A	TCGA-06-2558	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2559-01A	TCGA-06-2559	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2561-01A	TCGA-06-2561	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2562-01A	TCGA-06-2562	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2563-01A	TCGA-06-2563	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2564-01A	TCGA-06-2564	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2565-01A	TCGA-06-2565	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2567-01A	TCGA-06-2567	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-2569-01A	TCGA-06-2569	GBM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-06-2570-01A	TCGA-06-2570	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5408-01A	TCGA-06-5408	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5410-01A	TCGA-06-5410	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5411-01A	TCGA-06-5411	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5412-01A	TCGA-06-5412	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5413-01A	TCGA-06-5413	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5414-01A	TCGA-06-5414	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5415-01A	TCGA-06-5415	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5416-01A	TCGA-06-5416	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5417-01A	TCGA-06-5417	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5418-01A	TCGA-06-5418	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5856-01A	TCGA-06-5856	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5858-01A	TCGA-06-5858	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-06-5859-01A	TCGA-06-5859	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-08-0386-01A	TCGA-08-0386	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-0616-01A	TCGA-12-0616	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-0618-01A	TCGA-12-0618	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-0619-01A	TCGA-12-0619	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-0821-01A	TCGA-12-0821	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-1597-01B	TCGA-12-1597	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-3650-01A	TCGA-12-3650	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-3652-01A	TCGA-12-3652	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-3653-01A	TCGA-12-3653	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-5295-01A	TCGA-12-5295	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-12-5299-01A	TCGA-12-5299	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-0781-01B	TCGA-14-0781	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-0787-01A	TCGA-14-0787	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-0789-01A	TCGA-14-0789	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-0790-01B	TCGA-14-0790	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-0817-01A	TCGA-14-0817	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-0871-01A	TCGA-14-0871	GBM	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-14-1034-01A	TCGA-14-1034	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-1823-01A	TCGA-14-1823	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-1825-01A	TCGA-14-1825	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-1829-01A	TCGA-14-1829	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-14-2554-01A	TCGA-14-2554	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-15-0742-01A	TCGA-15-0742	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-15-1444-01A	TCGA-15-1444	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-16-0846-01A	TCGA-16-0846	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-16-1045-01B	TCGA-16-1045	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-1390-01A	TCGA-19-1390	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-1787-01B	TCGA-19-1787	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-2619-01A	TCGA-19-2619	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-2620-01A	TCGA-19-2620	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-2624-01A	TCGA-19-2624	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-2625-01A	TCGA-19-2625	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-2629-01A	TCGA-19-2629	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-4065-01A	TCGA-19-4065	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-19-5960-01A	TCGA-19-5960	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-26-1442-01A	TCGA-26-1442	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-26-5132-01A	TCGA-26-5132	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-26-5133-01A	TCGA-26-5133	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-26-5134-01A	TCGA-26-5134	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-26-5135-01A	TCGA-26-5135	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-26-5136-01B	TCGA-26-5136	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-26-5139-01A	TCGA-26-5139	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-1830-01A	TCGA-27-1830	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-1831-01A	TCGA-27-1831	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-1832-01A	TCGA-27-1832	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-1834-01A	TCGA-27-1834	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-1835-01A	TCGA-27-1835	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-1837-01A	TCGA-27-1837	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-2519-01A	TCGA-27-2519	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-2521-01A	TCGA-27-2521	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-2523-01A	TCGA-27-2523	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-2524-01A	TCGA-27-2524	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-2526-01A	TCGA-27-2526	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-27-2528-01A	TCGA-27-2528	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-1747-01C	TCGA-28-1747	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-1753-01A	TCGA-28-1753	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-2499-01A	TCGA-28-2499	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-2509-01A	TCGA-28-2509	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-2510-01A	TCGA-28-2510	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-2513-01A	TCGA-28-2513	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-2514-01A	TCGA-28-2514	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5204-01A	TCGA-28-5204	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5207-01A	TCGA-28-5207	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5208-01A	TCGA-28-5208	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5209-01A	TCGA-28-5209	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5213-01A	TCGA-28-5213	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5215-01A	TCGA-28-5215	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5216-01A	TCGA-28-5216	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-28-5218-01A	TCGA-28-5218	GBM	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-28-5220-01A	TCGA-28-5220	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-1970-01A	TCGA-32-1970	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-1980-01A	TCGA-32-1980	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-1982-01A	TCGA-32-1982	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-2615-01A	TCGA-32-2615	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-2616-01A	TCGA-32-2616	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-2632-01A	TCGA-32-2632	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-2634-01A	TCGA-32-2634	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-2638-01A	TCGA-32-2638	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-4213-01A	TCGA-32-4213	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-32-5222-01A	TCGA-32-5222	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-41-2571-01A	TCGA-41-2571	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-41-2572-01A	TCGA-41-2572	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-41-3915-01A	TCGA-41-3915	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-41-4097-01A	TCGA-41-4097	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-41-5651-01A	TCGA-41-5651	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-76-4925-01A	TCGA-76-4925	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-76-4926-01B	TCGA-76-4926	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-76-4927-01A	TCGA-76-4927	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-76-4928-01B	TCGA-76-4928	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-76-4929-01A	TCGA-76-4929	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-76-4931-01A	TCGA-76-4931	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-76-4932-01A	TCGA-76-4932	GBM	TP	2	2	2	2	3	3	3	3	3	11	12
TCGA-KL-8323-01A	TCGA-KL-8323	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8324-01A	TCGA-KL-8324	KICH	TP	1	1	1	1	2	2	2	6	6	10	10
TCGA-KL-8325-01A	TCGA-KL-8325	KICH	TP	1	1	1	3	4	4	4	6	6	10	10
TCGA-KL-8326-01A	TCGA-KL-8326	KICH	TP	1	1	1	3	4	1	2	6	6	10	10
TCGA-KL-8327-01A	TCGA-KL-8327	KICH	TP	1	1	1	3	4	1	1	6	6	10	10
TCGA-KL-8328-01A	TCGA-KL-8328	KICH	TP	1	1	1	1	1	1	2	6	6	10	10
TCGA-KL-8329-01A	TCGA-KL-8329	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8330-01A	TCGA-KL-8330	KICH	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-KL-8331-01A	TCGA-KL-8331	KICH	TP	1	1	1	1	2	2	1	6	6	10	10
TCGA-KL-8332-01A	TCGA-KL-8332	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KL-8333-01A	TCGA-KL-8333	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8334-01A	TCGA-KL-8334	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8335-01A	TCGA-KL-8335	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8336-01A	TCGA-KL-8336	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8337-01A	TCGA-KL-8337	KICH	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KL-8338-01A	TCGA-KL-8338	KICH	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KL-8339-01A	TCGA-KL-8339	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KL-8340-01A	TCGA-KL-8340	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8341-01A	TCGA-KL-8341	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8342-01A	TCGA-KL-8342	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8343-01A	TCGA-KL-8343	KICH	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KL-8344-01A	TCGA-KL-8344	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KL-8345-01A	TCGA-KL-8345	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KL-8346-01A	TCGA-KL-8346	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KM-8438-01A	TCGA-KM-8438	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KM-8439-01A	TCGA-KM-8439	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KM-8440-01A	TCGA-KM-8440	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KM-8441-01A	TCGA-KM-8441	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KM-8442-01A	TCGA-KM-8442	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KM-8443-01A	TCGA-KM-8443	KICH	TP	1	1	1	1	2	2	1	6	6	10	10
TCGA-KM-8476-01A	TCGA-KM-8476	KICH	TP	1	1	1	3	1	1	2	6	6	10	10
TCGA-KM-8477-01A	TCGA-KM-8477	KICH	TP	1	1	1	1	2	4	4	4	4	2	2
TCGA-KM-8639-01A	TCGA-KM-8639	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KN-8418-01A	TCGA-KN-8418	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8419-01A	TCGA-KN-8419	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KN-8421-01A	TCGA-KN-8421	KICH	TP	2	1	1	3	1	1	1	6	6	1	1
TCGA-KN-8422-01A	TCGA-KN-8422	KICH	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-KN-8423-01A	TCGA-KN-8423	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8424-01A	TCGA-KN-8424	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8425-01A	TCGA-KN-8425	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8426-01A	TCGA-KN-8426	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KN-8427-01A	TCGA-KN-8427	KICH	TP	1	1	1	1	2	4	4	4	4	2	2
TCGA-KN-8428-01A	TCGA-KN-8428	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8429-01A	TCGA-KN-8429	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8430-01A	TCGA-KN-8430	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8431-01A	TCGA-KN-8431	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KN-8432-01A	TCGA-KN-8432	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8433-01A	TCGA-KN-8433	KICH	TP	1	1	1	3	4	2	2	2	2	4	4
TCGA-KN-8434-01A	TCGA-KN-8434	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8435-01A	TCGA-KN-8435	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KN-8436-01A	TCGA-KN-8436	KICH	TP	1	1	1	1	2	2	2	6	9	8	8
TCGA-KN-8437-01A	TCGA-KN-8437	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KO-8403-01A	TCGA-KO-8403	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KO-8404-01A	TCGA-KO-8404	KICH	TP	1	1	3	4	5	5	6	5	2	4	4
TCGA-KO-8405-01A	TCGA-KO-8405	KICH	TP	1	1	1	1	2	4	4	4	4	2	2
TCGA-KO-8406-01A	TCGA-KO-8406	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KO-8407-01A	TCGA-KO-8407	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-KO-8408-01A	TCGA-KO-8408	KICH	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-KO-8409-01A	TCGA-KO-8409	KICH	TP	1	1	1	3	1	1	1	1	1	5	5
TCGA-KO-8410-01A	TCGA-KO-8410	KICH	TP	1	1	1	1	2	4	4	6	6	10	10
TCGA-KO-8411-01A	TCGA-KO-8411	KICH	TP	1	1	1	1	2	2	2	8	2	4	4
TCGA-KO-8413-01A	TCGA-KO-8413	KICH	TP	1	1	1	3	4	4	4	4	4	2	2
TCGA-KO-8414-01A	TCGA-KO-8414	KICH	TP	1	1	1	3	4	1	1	6	6	10	10
TCGA-KO-8415-01A	TCGA-KO-8415	KICH	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-KO-8416-01A	TCGA-KO-8416	KICH	TP	1	1	1	1	2	2	2	8	2	4	4
TCGA-KO-8417-01A	TCGA-KO-8417	KICH	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-4C-A93U-01A	TCGA-4C-A93U	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0YZ-01A	TCGA-BJ-A0YZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0Z0-01A	TCGA-BJ-A0Z0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0Z2-01A	TCGA-BJ-A0Z2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0Z3-01A	TCGA-BJ-A0Z3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0Z5-01A	TCGA-BJ-A0Z5	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0Z9-01A	TCGA-BJ-A0Z9	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0ZA-01A	TCGA-BJ-A0ZA	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0ZB-01A	TCGA-BJ-A0ZB	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0ZC-01A	TCGA-BJ-A0ZC	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0ZE-01A	TCGA-BJ-A0ZE	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0ZF-01A	TCGA-BJ-A0ZF	THCA	TP	1	1	1	3	1	1	1	6	6	10	10
TCGA-BJ-A0ZG-01A	TCGA-BJ-A0ZG	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0ZH-01A	TCGA-BJ-A0ZH	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A0ZJ-01A	TCGA-BJ-A0ZJ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A18Y-01A	TCGA-BJ-A18Y	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A18Z-01A	TCGA-BJ-A18Z	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A190-01A	TCGA-BJ-A190	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A191-01A	TCGA-BJ-A191	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A192-01A	TCGA-BJ-A192	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A28R-01A	TCGA-BJ-A28R	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A28S-01A	TCGA-BJ-A28S	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A28T-01A	TCGA-BJ-A28T	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A28V-01A	TCGA-BJ-A28V	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A28W-01A	TCGA-BJ-A28W	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A28X-01A	TCGA-BJ-A28X	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A28Z-01A	TCGA-BJ-A28Z	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A290-01A	TCGA-BJ-A290	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A291-01A	TCGA-BJ-A291	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A2N7-01A	TCGA-BJ-A2N7	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A2N8-01A	TCGA-BJ-A2N8	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A2N9-01A	TCGA-BJ-A2N9	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A2NA-01A	TCGA-BJ-A2NA	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A2P4-01A	TCGA-BJ-A2P4	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A3EZ-01A	TCGA-BJ-A3EZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A3F0-01A	TCGA-BJ-A3F0	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A3PR-01A	TCGA-BJ-A3PR	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A3PT-01A	TCGA-BJ-A3PT	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A3PU-01A	TCGA-BJ-A3PU	THCA	TP	1	3	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45C-01A	TCGA-BJ-A45C	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45D-01A	TCGA-BJ-A45D	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45E-01A	TCGA-BJ-A45E	THCA	TP	1	1	3	4	1	1	1	6	6	10	10
TCGA-BJ-A45F-01A	TCGA-BJ-A45F	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45G-01A	TCGA-BJ-A45G	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45H-01A	TCGA-BJ-A45H	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45I-01A	TCGA-BJ-A45I	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45J-01A	TCGA-BJ-A45J	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A45K-01A	TCGA-BJ-A45K	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A4O8-01A	TCGA-BJ-A4O8	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-BJ-A4O9-01A	TCGA-BJ-A4O9	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A13K-01A	TCGA-CE-A13K	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A27D-01A	TCGA-CE-A27D	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A3MD-01A	TCGA-CE-A3MD	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A3ME-01A	TCGA-CE-A3ME	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A481-01A	TCGA-CE-A481	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A482-01A	TCGA-CE-A482	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A483-01A	TCGA-CE-A483	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A484-01A	TCGA-CE-A484	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-CE-A485-01A	TCGA-CE-A485	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A0XZ-01A	TCGA-DE-A0XZ	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A0Y2-01A	TCGA-DE-A0Y2	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A0Y3-01B	TCGA-DE-A0Y3	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A2OL-01A	TCGA-DE-A2OL	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A3KN-01A	TCGA-DE-A3KN	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A4M8-01A	TCGA-DE-A4M8	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A4M9-01A	TCGA-DE-A4M9	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A4MA-01A	TCGA-DE-A4MA	THCA	TP	1	3	1	1	1	1	1	6	6	10	10
TCGA-DE-A4MB-01A	TCGA-DE-A4MB	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A4MC-01A	TCGA-DE-A4MC	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A4MD-01A	TCGA-DE-A4MD	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A69J-01A	TCGA-DE-A69J	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
TCGA-DE-A69K-01A	TCGA-DE-A69K	THCA	TP	1	1	1	1	1	1	1	6	6	10	10
